judul,konteks,komen,apakah_komen_utama,dari_komen_utama,emoticon,label
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Ajak kawan biar gak sendirian cawe-cawenya 😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Indonesia gak darurat katanya? Skrg aja masih gini, gimana kemarin ga demo besar-besaran?",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Masih haus kekuasaan dan cawe-cawe walauoun sudah jadi orang biasa...mantan Presiden RI yg lainnya santai2x menikmatin masa pensiunnya,beda jauhsama yg ini jadi JasaPenitipan gak sesuai omongannya waktu di wawancarain oleh  wartawan asing  yg ngakunya mau aktif di bidang lingkungan hidup...kena Prank lagi😅🤑😅",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Kalau mau maju pilkada itu usaha dan berjuang sendiri, door to door ketemu rakyatnya...kalau main katrol susah dan nanti pastinya kalau dikatrol akan terjadi balas budi",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Tugas saya mengamakan anak mantu saya di kekuasaan,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Sakit hati 4ever 😂😂😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Harusnya dia berani tampil di PBB atau G20 berbicara tentang keberhasilannya memimpin Indonesia sehingga mempunyai ketahanan pangan,swa sembada beras ,menekan dollar jadi 10 ribu , lapangan yang dia ciptakan 10 juta ,stop import ..🙄",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Semakin yakin tidak nyoblos utusan2 si Mul di daerah. Caranya TERLALU KASAR klo gini caranya. Mari hancurkan suara utusan Mul di Pilkada!,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Ingat omonganya pak lurah berbanding terbalik😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Keberlanjutan jilid 2,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",🔥🔥...,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Si raja jawa Mul blm bisa move on dr kepresidenannya. Apakah negara Indonesia akan mempunyai 2 Presiden ??? 😂😂😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",🤣🤣🤣mulyono ada aja,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Gmn Indonesia mau maju presiden aj tdk netral dan tidak demokrasi,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Kalo begini, 27 Banteng Nyungsep! 😂😂😂",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Astaghfirullah pak Mul.. sdh pensiun cari bekal utk ke akhirat sh pak, ngaji doa kan dr jauh, serahka pd Allah penentunya",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Pak @jokowi dari pada bergrilya mendukung mending sharing ilmu ke kampus kampus. Lebih bermartabat pak.,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Klo memang benar dia cerdas, seharusnya setelah selesai menjadi presiden dia di undang ke kampus2 , memberi wawasan kepemimpinan, sesuai dengan apa yang pernah mereka tulis di jalan itu sebagai ""guru bangsa"".. ahh tapi ya sudahlah.. mungkin itu pilihan hidupnya, berambisi dengan kekuasaan.",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Miris,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Aura si Mul udah padam👏👏👏,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Hahahahaaha Mulyonooooo,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Manusia rakus😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Manusia RAKUS,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Napsu Duniawi ingin berkuasa lagi🔥,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Tukan nitip.,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Fafafa 😂😂.,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Beliau skrg buka jasa jastip😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Kagak ada malu malu nya njir 😂 .,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Prabowo kan gurunya Jokowi ga heran 11 12 kelakuannya abis sen kanan belok sen kiri presiden kok jadi jongos😂😂😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Udah sihh.. anak lu jadi wakil presiden jalur utak atik konstitusi aja masih belum puas. Heran,TRUE,Tidak ada,FALSE,
